uid,n_interactions,n_questions,n_kcs,accuracy_total,repeat_rate,first_accuracy,repeat_accuracy,first_timestamp,last_timestamp,repeat_gain,sequence_duration_days,activity_bucket,cohort
12942,389,350,164,0.719794,0.097686,0.709402,0.815789,1594034994000,1622207338000,0.106388,326.068796,alta,mixed_profile
12949,251,210,119,0.756972,0.163347,0.752381,0.780488,1594460801000,1621643225000,0.028107,314.611389,baja,mixed_profile
12950,277,228,127,0.909747,0.151625,0.919149,0.857143,1595116531000,1622205388000,-0.062006,313.528438,media,high_accuracy_low_repeat
12952,251,212,116,0.752988,0.111554,0.744395,0.821429,1595653840000,1622195386000,0.077034,307.193819,baja,mixed_profile
12953,242,225,126,0.826446,0.066116,0.827434,0.8125,1596448394000,1622284666000,-0.014934,299.030926,baja,mixed_profile
12958,259,234,135,0.876448,0.096525,0.880342,0.84,1595202789000,1622279207000,-0.040342,313.384468,baja,high_accuracy_low_repeat
12959,470,378,189,0.831915,0.112766,0.844125,0.735849,1597992325000,1622258462000,-0.108276,280.858067,muy alta,mixed_profile
12961,245,196,114,0.963265,0.179592,0.970149,0.931818,1599818103000,1622205334000,-0.038331,259.11147,baja,high_accuracy_low_repeat
12969,280,244,135,0.839286,0.128571,0.840164,0.833333,1593309489000,1621601498000,-0.006831,327.453808,media,mixed_profile
12971,372,303,154,0.38172,0.166667,0.4,0.290323,1594466787000,1622204714000,-0.109677,321.040822,alta,mixed_profile
12973,273,237,122,0.758242,0.102564,0.75102,0.821429,1594449343000,1622256328000,0.070408,321.840104,baja,mixed_profile
12981,267,224,131,0.722846,0.153558,0.716814,0.756098,1593824117000,1622205112000,0.039283,328.483738,baja,mixed_profile
12993,283,212,130,0.876325,0.102473,0.866142,0.965517,1597744573000,1621729511000,0.099376,277.603449,media,high_accuracy_low_repeat
12996,333,301,158,0.897898,0.084084,0.898361,0.892857,1595205631000,1622287136000,-0.005504,313.443345,alta,high_accuracy_low_repeat
12998,242,212,126,0.785124,0.123967,0.778302,0.833333,1594034981000,1622264476000,0.055031,326.730266,baja,mixed_profile
12999,305,262,145,0.35082,0.118033,0.356877,0.305556,1594115263000,1622205376000,-0.051322,325.117049,media,mixed_profile
13000,334,282,130,0.907186,0.152695,0.897527,0.960784,1599310802000,1620998693000,0.063258,251.017257,alta,high_accuracy_low_repeat
13006,260,194,125,0.823077,0.142308,0.829596,0.783784,1597571733000,1622195740000,-0.045813,285.000081,baja,mixed_profile
13017,234,200,113,0.92735,0.136752,0.940594,0.84375,1595679871000,1622282110000,-0.096844,307.896285,baja,high_accuracy_low_repeat
13021,274,236,110,0.729927,0.116788,0.739669,0.65625,1595325339000,1611405622000,-0.083419,186.114387,media,mixed_profile
13022,380,328,140,0.742105,0.136842,0.731707,0.807692,1599300957000,1621430603000,0.075985,256.130162,alta,mixed_profile
13024,266,238,134,0.699248,0.105263,0.705882,0.642857,1595653827000,1621581549000,-0.063025,300.089375,baja,mixed_profile
13025,227,195,107,0.568282,0.114537,0.552239,0.692308,1597654094000,1622204717000,0.140069,284.150729,baja,mixed_profile
13031,321,265,138,0.58567,0.165109,0.600746,0.509434,1597639595000,1622205519000,-0.091312,284.327824,media,mixed_profile
13033,374,320,155,0.724599,0.144385,0.71875,0.759259,1594427106000,1621864677000,0.040509,317.564479,alta,mixed_profile
13035,266,222,127,0.785714,0.146617,0.77533,0.846154,1597905923000,1622208525000,0.070823,281.280116,baja,mixed_profile
13037,583,468,197,0.849057,0.142367,0.848,0.855422,1594464574000,1622204231000,0.007422,321.060845,muy alta,mixed_profile
13043,286,233,137,0.79021,0.160839,0.770833,0.891304,1596782718000,1622205223000,0.120471,294.241956,media,mixed_profile
13045,474,374,176,0.702532,0.185654,0.715026,0.647727,1595672437000,1622258133000,-0.067299,307.704815,muy alta,mixed_profile
13046,403,336,155,0.543424,0.146402,0.572674,0.372881,1595746779000,1622258154000,-0.199793,306.844618,alta,mixed_profile
13054,274,246,132,0.930657,0.080292,0.928571,0.954545,1599174410000,1622196356000,0.025974,266.457708,media,high_accuracy_low_repeat
13059,235,208,128,0.829787,0.097872,0.84434,0.695652,1595658102000,1622270973000,-0.148687,308.01934,baja,mixed_profile
13061,378,265,141,0.849206,0.156085,0.862069,0.779661,1597214710000,1620986110000,-0.082408,275.131944,alta,mixed_profile
13066,373,341,179,0.9437,0.085791,0.941349,0.96875,1594094976000,1622252603000,0.027401,325.898461,alta,high_accuracy_low_repeat
13070,265,210,120,0.735849,0.139623,0.72807,0.783784,1595670920000,1621768829000,0.055714,302.059132,baja,mixed_profile
13079,285,213,122,0.838596,0.105263,0.827451,0.933333,1597571718000,1621739857000,0.105882,279.723831,media,mixed_profile
13086,393,343,153,0.951654,0.119593,0.956647,0.914894,1597150935000,1621150971000,-0.041754,277.778194,alta,high_accuracy_low_repeat
13087,512,427,180,0.878906,0.152344,0.875576,0.897436,1595286865000,1621774767000,0.02186,306.57294,muy alta,high_accuracy_low_repeat
13088,250,226,132,0.856,0.096,0.849558,0.916667,1596500290000,1622196145000,0.067109,297.405729,baja,high_accuracy_low_repeat
13100,400,342,146,0.8425,0.145,0.845029,0.827586,1599286075000,1622293525000,-0.017443,266.289931,alta,mixed_profile
13105,238,205,108,0.789916,0.138655,0.77561,0.878788,1602895980000,1621641541000,0.103178,216.962512,baja,mixed_profile
13107,234,199,111,0.123932,0.123932,0.136585,0.034483,1599818367000,1622200568000,-0.102103,259.053252,baja,mixed_profile
13135,276,254,130,0.84058,0.061594,0.849421,0.705882,1594466773000,1621598191000,-0.143538,314.021042,media,mixed_profile
13137,251,218,130,0.912351,0.115538,0.905405,0.965517,1596502518000,1622268684000,0.060112,298.219514,baja,high_accuracy_low_repeat
13145,258,207,107,0.546512,0.131783,0.544643,0.558824,1599980137000,1621729516000,0.014181,251.728924,baja,mixed_profile
13150,642,548,213,0.809969,0.140187,0.797101,0.888889,1595899441000,1622190952000,0.091787,304.299896,muy alta,mixed_profile
13160,256,237,136,0.9375,0.070312,0.941176,0.888889,1595147132000,1622248539000,-0.052288,313.673692,baja,high_accuracy_low_repeat
13163,376,318,150,0.736702,0.143617,0.742236,0.703704,1594466762000,1622203802000,-0.038532,321.030556,alta,mixed_profile
13164,226,205,85,0.787611,0.09292,0.785366,0.809524,1599380828000,1616243571000,0.024158,195.170637,baja,mixed_profile
13173,283,205,125,0.823322,0.120141,0.827309,0.794118,1594460939000,1621849505000,-0.033192,316.997292,media,mixed_profile
13183,356,257,137,0.901685,0.146067,0.901316,0.903846,1596327910000,1621739409000,0.00253,294.114572,alta,high_accuracy_low_repeat
13185,386,339,150,0.839378,0.103627,0.82948,0.925,1596350776000,1621748621000,0.09552,293.956539,alta,mixed_profile
13187,542,455,182,0.944649,0.138376,0.948608,0.92,1594634130000,1621728065000,-0.028608,313.587211,muy alta,high_accuracy_low_repeat
13193,234,181,104,0.653846,0.136752,0.668317,0.5625,1593596717000,1621742608000,-0.105817,325.762627,baja,mixed_profile
13198,581,508,204,0.934596,0.123924,0.931238,0.958333,1595058476000,1622265618000,0.027096,314.897477,muy alta,high_accuracy_low_repeat
13200,264,216,119,0.939394,0.128788,0.934783,0.970588,1599958512000,1621731512000,0.035806,252.002315,baja,high_accuracy_low_repeat
13202,355,319,145,0.830986,0.101408,0.827586,0.861111,1593677985000,1620007938000,0.033525,304.744826,alta,mixed_profile
13204,351,283,147,0.849003,0.131054,0.842623,0.891304,1594460702000,1621741068000,0.048681,315.744977,alta,mixed_profile
13209,306,275,135,0.722222,0.081699,0.72242,0.72,1596032370000,1621729855000,-0.00242,297.424595,media,mixed_profile
13213,334,267,138,0.766467,0.188623,0.760148,0.793651,1599366400000,1621751465000,0.033503,259.0864,alta,mixed_profile
13215,293,255,126,0.610922,0.12628,0.625,0.513514,1596428807000,1621741801000,-0.111486,292.974468,media,mixed_profile
13217,245,197,96,0.57551,0.114286,0.571429,0.607143,1599958536000,1621729524000,0.035714,251.979028,baja,mixed_profile
13219,247,217,120,0.838057,0.117409,0.848624,0.758621,1595644726000,1620093139000,-0.090003,282.967743,baja,mixed_profile
13222,288,235,134,0.621528,0.107639,0.618677,0.645161,1597053308000,1621761771000,0.026484,285.977581,media,mixed_profile
13229,263,232,120,0.78327,0.114068,0.7897,0.733333,1594441838000,1621687861000,-0.056366,315.347488,baja,mixed_profile
13233,376,318,148,0.840426,0.101064,0.837278,0.868421,1594430162000,1616676336000,0.031143,257.478866,alta,mixed_profile
13236,305,255,142,0.947541,0.15082,0.942085,0.978261,1597917222000,1622298943000,0.036176,282.195845,media,high_accuracy_low_repeat
13241,243,201,116,0.716049,0.156379,0.702439,0.789474,1596502532000,1621504512000,0.087035,289.374769,baja,mixed_profile
13246,474,379,170,0.881857,0.132911,0.885645,0.857143,1594428906000,1621752217000,-0.028502,316.242025,muy alta,high_accuracy_low_repeat
13247,302,247,139,0.745033,0.172185,0.748,0.730769,1595211384000,1621740650000,-0.017231,307.05169,media,mixed_profile
13257,233,204,120,0.832618,0.107296,0.836538,0.8,1596934523000,1622298551000,-0.036538,293.565139,baja,mixed_profile
13260,553,445,190,0.877034,0.124774,0.882231,0.84058,1594428933000,1621852254000,-0.041652,317.399549,muy alta,high_accuracy_low_repeat
13265,515,428,175,0.807767,0.137864,0.797297,0.873239,1594424467000,1621866438000,0.075942,317.615405,muy alta,mixed_profile
13268,246,192,125,0.674797,0.146341,0.685714,0.611111,1593390386000,1622249746000,-0.074603,334.02037,baja,mixed_profile
13270,358,269,140,0.765363,0.164804,0.73913,0.898305,1595217350000,1621750988000,0.159175,307.102292,alta,mixed_profile
13273,265,224,134,0.65283,0.139623,0.649123,0.675676,1596508418000,1621740673000,0.026553,292.039988,baja,mixed_profile
13274,320,273,127,0.8125,0.146875,0.809524,0.829787,1599372420000,1621690094000,0.020263,258.306412,media,mixed_profile
13276,253,224,129,0.909091,0.094862,0.90393,0.958333,1596410692000,1616824167000,0.054403,236.267072,baja,high_accuracy_low_repeat
13280,244,219,95,0.827869,0.102459,0.821918,0.88,1602125668000,1621568945000,0.058082,225.037928,baja,mixed_profile
13283,308,273,143,0.853896,0.11039,0.843066,0.941176,1593596713000,1621762029000,0.098111,325.987454,media,high_accuracy_low_repeat
13289,472,366,174,0.809322,0.135593,0.803922,0.84375,1596534321000,1621773366000,0.039828,292.118576,muy alta,mixed_profile
13292,285,238,141,0.785965,0.129825,0.794355,0.72973,1595896007000,1621737509000,-0.064625,299.091458,media,mixed_profile
13293,297,265,112,0.986532,0.10101,0.988764,0.966667,1599391280000,1610449197000,-0.022097,127.98515,media,high_accuracy_low_repeat
13294,389,309,130,0.902314,0.138817,0.904478,0.888889,1593596726000,1621761653000,-0.015589,325.982951,alta,high_accuracy_low_repeat
13302,238,182,113,0.869748,0.096639,0.865116,0.913043,1597571899000,1621739186000,0.047927,279.71397,baja,high_accuracy_low_repeat
13307,363,324,179,0.796143,0.104683,0.793846,0.815789,1594623770000,1615081504000,0.021943,236.779329,alta,mixed_profile
13309,392,345,145,0.77551,0.114796,0.763689,0.866667,1599961579000,1620192965000,0.102978,234.15956,alta,mixed_profile
13312,222,200,119,0.81982,0.076577,0.819512,0.823529,1595308177000,1614940707000,0.004017,227.228356,baja,mixed_profile
13316,359,297,158,0.935933,0.147632,0.934641,0.943396,1597658142000,1621763704000,0.008756,278.99956,alta,high_accuracy_low_repeat
13328,252,222,127,0.746032,0.079365,0.758621,0.6,1596934597000,1621763225000,-0.158621,287.36838,baja,mixed_profile
13331,358,316,148,0.73743,0.108939,0.730408,0.794872,1595208252000,1622280424000,0.064464,313.335324,alta,mixed_profile
13333,382,321,164,0.730366,0.149215,0.726154,0.754386,1594030834000,1621745959000,0.028232,320.77691,alta,mixed_profile
13347,439,372,159,0.865604,0.150342,0.868633,0.848485,1599361156000,1622201477000,-0.020148,264.355567,muy alta,high_accuracy_low_repeat
13350,440,371,156,0.945455,0.143182,0.941645,0.968254,1600779992000,1621764167000,0.026609,242.872396,muy alta,high_accuracy_low_repeat
13357,347,291,134,0.902017,0.132565,0.900332,0.913043,1599476576000,1622290936000,0.012711,264.055093,alta,high_accuracy_low_repeat
13363,387,318,166,0.839793,0.170543,0.819315,0.939394,1594466769000,1622258130000,0.120079,321.659271,alta,mixed_profile
13371,403,328,158,0.744417,0.163772,0.74184,0.757576,1597895733000,1621771973000,0.015736,276.34537,alta,mixed_profile
13374,466,358,169,0.772532,0.169528,0.803618,0.620253,1593782337000,1620540106292,-0.183364,309.696404,muy alta,mixed_profile
13375,311,285,160,0.755627,0.073955,0.760417,0.695652,1596423374000,1621753283000,-0.064764,293.170243,media,mixed_profile
13377,223,207,127,0.663677,0.071749,0.647343,0.875,1593498221000,1621742051000,0.227657,326.896181,baja,mixed_profile
13381,244,211,103,0.75,0.106557,0.756881,0.692308,1597640581000,1622252892000,-0.064573,284.864711,baja,mixed_profile
13391,249,204,117,0.767068,0.164659,0.754808,0.829268,1594466770000,1621751469000,0.074461,315.795127,baja,mixed_profile
13395,300,256,138,0.656667,0.143333,0.661479,0.627907,1595204788000,1621686141000,-0.033572,306.497141,media,mixed_profile
13396,256,199,122,0.808594,0.125,0.808036,0.8125,1597041914000,1621775435000,0.004464,286.267604,baja,mixed_profile
13398,420,360,151,0.92381,0.142857,0.919444,0.95,1599225181000,1621772559000,0.030556,260.965023,muy alta,high_accuracy_low_repeat
13399,360,310,132,0.908333,0.108333,0.900312,0.974359,1595648718000,1617450345000,0.074047,252.333646,alta,high_accuracy_low_repeat
13402,370,306,142,0.916216,0.151351,0.907643,0.964286,1595154323000,1622293370000,0.056642,314.10934,alta,high_accuracy_low_repeat
13404,265,227,118,0.833962,0.101887,0.836134,0.814815,1595921138000,1621762785000,-0.02132,299.093137,baja,mixed_profile
13409,614,472,216,0.864821,0.14658,0.860687,0.888889,1596428923000,1615099060000,0.028202,216.089549,muy alta,high_accuracy_low_repeat
13411,334,298,147,0.862275,0.10479,0.852843,0.942857,1596506002000,1621776362000,0.090014,292.481019,alta,high_accuracy_low_repeat
13414,356,311,116,0.848315,0.117978,0.83758,0.928571,1599971698000,1621770199000,0.090992,252.297465,alta,mixed_profile
13415,236,209,115,0.457627,0.114407,0.4689,0.37037,1593585907000,1620539034000,-0.098529,311.957488,baja,mixed_profile
13420,371,300,139,0.638814,0.132075,0.649068,0.571429,1597639615000,1621600535000,-0.07764,277.325463,alta,mixed_profile
13421,373,301,161,0.705094,0.163539,0.708333,0.688525,1594466817000,1621740649000,-0.019809,315.669352,alta,mixed_profile
13427,489,417,176,0.973415,0.132924,0.96934,1.0,1595077164000,1621743904000,0.03066,308.642824,muy alta,high_accuracy_low_repeat
13434,343,298,165,0.822157,0.131195,0.852349,0.622222,1596425188000,1621733486000,-0.230127,292.920116,alta,mixed_profile
13436,360,307,153,0.883333,0.147222,0.872964,0.943396,1597550103000,1622031413000,0.070432,283.348495,alta,high_accuracy_low_repeat
13438,340,282,151,0.597059,0.144118,0.587629,0.653061,1595211378000,1622290977000,0.065432,313.421285,alta,mixed_profile
13441,289,228,147,0.83391,0.15917,0.82716,0.869565,1596512700000,1621746396000,0.042405,292.056667,media,mixed_profile
13449,288,250,132,0.9375,0.111111,0.929688,1.0,1595895912000,1621737641000,0.070312,299.094086,media,high_accuracy_low_repeat
13476,449,350,157,0.944321,0.11804,0.949495,0.90566,1594634107000,1622282121000,-0.043835,320.000162,muy alta,high_accuracy_low_repeat
13480,381,333,172,0.866142,0.120735,0.871642,0.826087,1597570972000,1622297663000,-0.045555,286.188553,alta,high_accuracy_low_repeat
13482,329,298,127,0.851064,0.091185,0.849498,0.866667,1595031942000,1618576509000,0.017168,272.506562,media,high_accuracy_low_repeat
13488,355,288,157,0.329577,0.146479,0.320132,0.384615,1596016512000,1621757938000,0.064483,297.933171,alta,mixed_profile
13491,246,206,105,0.808943,0.162602,0.800971,0.85,1603364483000,1621648152000,0.049029,211.616539,baja,mixed_profile
13492,312,278,152,0.820513,0.092949,0.819788,0.827586,1596418551000,1621170499000,0.007798,286.48088,media,mixed_profile
13494,377,301,163,0.724138,0.103448,0.713018,0.820513,1596426932000,1622203064000,0.107495,298.334861,alta,mixed_profile
13497,259,224,115,0.934363,0.11583,0.934498,0.933333,1599310146000,1621749826000,-0.001164,259.718519,baja,high_accuracy_low_repeat
13500,219,203,110,0.958904,0.063927,0.956098,1.0,1599973831000,1621765369000,0.043902,252.216875,baja,high_accuracy_low_repeat
13504,354,298,161,0.757062,0.152542,0.76,0.740741,1595211380000,1621741247000,-0.019259,307.058646,alta,mixed_profile
13509,302,246,134,0.645695,0.175497,0.646586,0.641509,1596440607000,1621762184000,-0.005077,293.073808,media,mixed_profile
13517,369,299,140,0.813008,0.121951,0.79321,0.955556,1595153105000,1617800300000,0.162346,262.120312,alta,mixed_profile
13526,425,331,145,0.651765,0.103529,0.661417,0.568182,1594460704000,1621741363000,-0.093236,315.748368,muy alta,mixed_profile
13528,250,220,108,0.584,0.096,0.575221,0.666667,1597654431000,1609039643000,0.091445,131.773287,baja,mixed_profile
13532,375,334,142,0.701333,0.093333,0.705882,0.657143,1594466787000,1621738307000,-0.048739,315.642593,alta,mixed_profile
13533,218,200,114,0.83945,0.068807,0.837438,0.866667,1595249548000,1621166597000,0.029228,299.965845,baja,mixed_profile
13535,307,264,137,0.501629,0.120521,0.507407,0.459459,1595715705000,1621728502000,-0.047948,301.074039,media,mixed_profile
13537,257,217,120,0.879377,0.132296,0.887892,0.823529,1600863910000,1621776042000,-0.064363,242.038565,baja,high_accuracy_low_repeat
13541,415,355,145,0.886747,0.144578,0.884507,0.9,1599292004000,1621665709000,0.015493,258.954919,alta,high_accuracy_low_repeat
13543,267,235,123,0.310861,0.101124,0.308333,0.333333,1597204712000,1621735143000,0.025,283.917025,baja,mixed_profile
13545,448,371,180,0.912946,0.158482,0.909814,0.929577,1595746504000,1622291001000,0.019763,307.227975,muy alta,high_accuracy_low_repeat
13546,497,420,178,0.869215,0.148893,0.87234,0.851351,1595075976000,1621858329000,-0.020989,309.980938,muy alta,high_accuracy_low_repeat
13557,235,214,87,0.868085,0.089362,0.859813,0.952381,1593580901000,1610281610000,0.092568,193.295243,baja,high_accuracy_low_repeat
13561,366,318,150,0.89071,0.128415,0.896552,0.851064,1593433834000,1621742605000,-0.045488,327.647812,alta,high_accuracy_low_repeat
13564,248,209,127,0.725806,0.141129,0.737089,0.657143,1594638722000,1622293926000,-0.079946,320.08338,baja,mixed_profile
13566,358,317,131,0.854749,0.114525,0.858044,0.829268,1599911513000,1621769199000,-0.028776,252.982477,alta,high_accuracy_low_repeat
13567,238,213,97,0.777311,0.10084,0.771028,0.833333,1599264804000,1620004196000,0.062305,240.039259,baja,mixed_profile
13569,489,412,173,0.873211,0.147239,0.877698,0.847222,1596413568000,1621504514000,-0.030476,290.404468,muy alta,high_accuracy_low_repeat
13570,311,267,150,0.980707,0.128617,0.98155,0.975,1596671766000,1612929116000,-0.00655,188.163773,media,high_accuracy_low_repeat
13572,335,283,153,0.576119,0.116418,0.560811,0.692308,1596454556000,1621763474000,0.131497,292.927292,alta,mixed_profile
13573,322,284,154,0.916149,0.108696,0.923345,0.857143,1595305421000,1622201786000,-0.066202,311.300521,media,high_accuracy_low_repeat
13576,288,230,128,0.659722,0.190972,0.643777,0.727273,1594466763000,1621740656000,0.083496,315.670058,media,mixed_profile
13577,386,292,139,0.683938,0.142487,0.673716,0.745455,1595638513000,1622201560000,0.071739,307.442674,alta,mixed_profile
13578,437,354,142,0.892449,0.146453,0.89008,0.90625,1600863020000,1622031612000,0.01617,245.006852,muy alta,high_accuracy_low_repeat
13583,331,280,146,0.845921,0.154079,0.846429,0.843137,1596699616000,1621749704000,-0.003291,289.931574,media,mixed_profile
13588,267,193,117,0.820225,0.101124,0.825,0.777778,1594547710000,1621763412000,-0.047222,314.996551,baja,mixed_profile
13594,309,260,139,0.711974,0.122977,0.715867,0.684211,1594638779000,1622275247000,-0.031657,319.866528,media,mixed_profile
13601,317,262,126,0.659306,0.164038,0.645283,0.730769,1596440607000,1621762186000,0.085486,293.073831,media,mixed_profile
13607,324,277,134,0.83642,0.141975,0.830935,0.869565,1594865815000,1622258152000,0.03863,317.040938,media,mixed_profile
13611,562,471,186,0.446619,0.158363,0.433404,0.516854,1599351403000,1622026086000,0.08345,262.438461,muy alta,mixed_profile
13613,263,213,110,0.730038,0.174905,0.728111,0.73913,1603610154000,1621762184000,0.01102,210.09294,baja,mixed_profile
13616,277,232,132,0.483755,0.133574,0.491667,0.432432,1598003712000,1621737455000,-0.059234,274.6961,media,mixed_profile
13618,410,343,165,0.721951,0.139024,0.713881,0.77193,1596502715000,1622204722000,0.058049,297.476933,alta,mixed_profile
13619,249,226,106,0.706827,0.084337,0.701754,0.761905,1596454560000,1614469845000,0.06015,208.510243,baja,mixed_profile
13620,302,239,127,0.754967,0.125828,0.731061,0.921053,1594446654000,1621773238000,0.189992,316.279907,media,mixed_profile
13621,384,303,167,0.841146,0.127604,0.856716,0.734694,1597905964000,1621761531000,-0.122023,276.1061,alta,mixed_profile
13624,315,264,151,0.422222,0.133333,0.443223,0.285714,1593683763000,1622271182000,-0.157509,330.872905,media,mixed_profile
13627,367,292,144,0.874659,0.103542,0.869301,0.921053,1597906517000,1621740109000,0.051752,275.851759,alta,high_accuracy_low_repeat
13636,311,260,127,0.707395,0.141479,0.696629,0.772727,1595053505000,1621137673000,0.076098,301.900093,media,mixed_profile
13643,245,189,115,0.408163,0.118367,0.416667,0.344828,1597571752000,1621729647000,-0.071839,279.605266,baja,mixed_profile
13644,294,241,128,0.959184,0.102041,0.958333,0.966667,1595921154000,1621512378000,0.008333,296.194722,media,high_accuracy_low_repeat
13646,416,344,158,0.807692,0.149038,0.79661,0.870968,1597041912000,1621667103000,0.074358,285.013785,alta,mixed_profile
13663,246,213,125,0.878049,0.134146,0.873239,0.909091,1596786322000,1618751062000,0.035851,254.221528,baja,high_accuracy_low_repeat
13670,235,210,123,0.923404,0.102128,0.919431,0.958333,1596430725000,1620909012000,0.038902,283.313507,baja,high_accuracy_low_repeat
13676,334,263,138,0.652695,0.125749,0.660959,0.595238,1597571121000,1622204217000,-0.065721,285.105278,alta,mixed_profile
13689,360,295,162,0.572222,0.172222,0.583893,0.516129,1596502549000,1621740652000,-0.067764,292.107674,alta,mixed_profile
13694,280,228,125,0.807143,0.15,0.802521,0.833333,1597905921000,1621761538000,0.030812,276.106678,media,mixed_profile
13703,278,237,119,0.665468,0.140288,0.677824,0.589744,1599129934000,1621742691000,-0.088081,261.721725,media,mixed_profile
13704,579,500,195,0.822107,0.126079,0.816206,0.863014,1593840694000,1622263911000,0.046808,328.972419,muy alta,mixed_profile
13708,387,322,148,0.767442,0.152455,0.746951,0.881356,1597639611000,1621762187000,0.134405,279.196481,alta,mixed_profile
13713,406,330,154,0.891626,0.147783,0.881503,0.95,1595044553000,1622288078000,0.068497,315.318576,alta,high_accuracy_low_repeat
13714,261,248,145,0.862069,0.049808,0.862903,0.846154,1594777649000,1622030007000,-0.016749,315.42081,baja,high_accuracy_low_repeat
13716,317,274,118,0.753943,0.132492,0.749091,0.785714,1599833365000,1621077263000,0.036623,245.878449,media,mixed_profile
13717,377,310,141,0.920424,0.116711,0.918919,0.931818,1596522998000,1621768110000,0.012899,292.188796,alta,high_accuracy_low_repeat
13724,276,231,127,0.818841,0.152174,0.816239,0.833333,1594441826000,1622190972000,0.017094,321.170671,media,mixed_profile
13735,337,280,146,0.789318,0.154303,0.789474,0.788462,1597539338000,1622296648000,-0.001012,286.54294,alta,mixed_profile
13736,244,161,112,0.766393,0.151639,0.768116,0.756757,1597571740000,1621763702000,-0.011359,279.99956,baja,mixed_profile
13737,243,200,123,0.576132,0.164609,0.546798,0.725,1595244001000,1620530432474,0.178202,292.667031,baja,mixed_profile
13750,265,215,110,0.562264,0.128302,0.580087,0.441176,1594265870000,1614779751000,-0.13891,237.429178,baja,mixed_profile
13752,282,236,114,0.911348,0.163121,0.919492,0.869565,1602841891000,1622291761000,-0.049926,225.114236,media,high_accuracy_low_repeat
13753,270,229,121,0.651852,0.088889,0.642276,0.75,1597906521000,1622298516000,0.107724,282.314757,baja,mixed_profile
13758,272,233,126,0.897059,0.132353,0.889831,0.944444,1596534492000,1621744028000,0.054614,291.777037,baja,high_accuracy_low_repeat
13761,373,282,153,0.89008,0.134048,0.882353,0.94,1597646721000,1622249126000,0.057647,284.750058,alta,high_accuracy_low_repeat
13762,379,329,148,0.815303,0.129288,0.806061,0.877551,1596100950000,1621512606000,0.07149,294.116389,alta,mixed_profile
13763,286,255,126,0.706294,0.090909,0.711538,0.653846,1595134212000,1621748005000,-0.057692,308.030012,media,mixed_profile
13769,470,407,176,0.829787,0.125532,0.829684,0.830508,1594448861000,1621739542000,0.000825,315.864363,muy alta,mixed_profile
13771,251,216,124,0.434263,0.12749,0.424658,0.5,1595294359000,1622290988000,0.075342,312.460984,baja,mixed_profile
13776,282,227,119,0.656028,0.124113,0.635628,0.8,1596426953000,1621432126000,0.164372,289.411725,media,mixed_profile
13782,332,287,126,0.88253,0.126506,0.87931,0.904762,1599956074000,1622254369000,0.025452,258.082118,media,high_accuracy_low_repeat
13786,379,335,173,0.918206,0.084433,0.92219,0.875,1594056119000,1621519896000,-0.04719,317.867789,alta,high_accuracy_low_repeat
13788,457,376,170,0.866521,0.131291,0.86398,0.883333,1594460725000,1622288768000,0.019353,322.083831,muy alta,high_accuracy_low_repeat
13789,234,192,111,0.581197,0.094017,0.566038,0.727273,1595909832000,1621755565000,0.161235,299.140428,baja,mixed_profile
13797,236,215,109,0.851695,0.076271,0.848624,0.888889,1597118464000,1615100863000,0.040265,208.129618,baja,high_accuracy_low_repeat
13800,468,407,175,0.884615,0.094017,0.884434,0.886364,1600001700000,1621753306000,0.00193,251.754699,muy alta,high_accuracy_low_repeat
13801,252,206,113,0.765873,0.138889,0.751152,0.857143,1593305822000,1622031443000,0.105991,332.472465,baja,mixed_profile
13819,317,257,139,0.817035,0.189274,0.801556,0.883333,1596502535000,1620541811133,0.081777,278.232363,media,mixed_profile
13822,423,371,194,0.799054,0.120567,0.801075,0.784314,1596463050000,1622276084000,-0.016762,298.761968,muy alta,mixed_profile
13835,339,270,145,0.870206,0.19174,0.872263,0.861538,1595305468000,1621762194000,-0.010724,306.212106,alta,high_accuracy_low_repeat
13836,312,251,125,0.794872,0.160256,0.793893,0.8,1596440596000,1620540203053,0.006107,278.930637,media,mixed_profile
13838,263,216,113,0.749049,0.098859,0.767932,0.576923,1599958529000,1621124896000,-0.191009,244.9811,baja,mixed_profile
13845,250,229,129,0.628,0.076,0.623377,0.684211,1595219282000,1621748476000,0.060834,307.050856,baja,mixed_profile
13848,272,210,120,0.783088,0.169118,0.792035,0.73913,1593944862000,1620540111104,-0.052905,307.815383,baja,mixed_profile
13850,240,198,129,0.6,0.141667,0.626214,0.441176,1597905933000,1621752475000,-0.185037,276.001644,baja,mixed_profile
13853,366,318,128,0.920765,0.131148,0.915094,0.958333,1596437159000,1621751681000,0.043239,292.992153,alta,high_accuracy_low_repeat
13855,263,214,119,0.923954,0.129278,0.921397,0.941176,1595658322000,1621731300000,0.019779,301.770579,baja,high_accuracy_low_repeat
13860,236,208,114,0.923729,0.110169,0.92381,0.923077,1596450332000,1622278991000,-0.000733,298.942812,baja,high_accuracy_low_repeat
13863,257,206,118,0.836576,0.18677,0.837321,0.833333,1594460706000,1622256809000,-0.003987,321.714155,baja,mixed_profile
13885,350,272,147,0.591429,0.182857,0.587413,0.609375,1596454888000,1615100230000,0.021962,215.802569,alta,mixed_profile
13889,299,248,147,0.826087,0.123746,0.816794,0.891892,1593596808000,1621849523000,0.075098,326.999016,media,mixed_profile
