uid,progress_bin,n,accuracy,repeat_rate
15596,50-75%,84,0.869048,0.119048
15596,75-100%,85,0.717647,0.211765
15600,0-25%,110,0.409091,0.118182
15600,25-50%,111,0.432432,0.198198
15600,50-75%,110,0.490909,0.063636
15600,75-100%,111,0.396396,0.189189
15604,0-25%,62,0.822581,0.129032
15604,25-50%,63,0.825397,0.095238
15604,50-75%,62,0.806452,0.080645
15604,75-100%,63,0.888889,0.15873
15609,0-25%,103,0.708738,0.097087
15609,25-50%,104,0.701923,0.067308
15609,50-75%,104,0.740385,0.153846
15609,75-100%,104,0.701923,0.221154
15611,0-25%,67,0.835821,0.104478
15611,25-50%,68,0.676471,0.147059
15611,50-75%,68,0.544118,0.102941
15611,75-100%,68,0.808824,0.279412
15614,0-25%,64,0.890625,0.125
15614,25-50%,64,0.890625,0.078125
15614,50-75%,64,0.90625,0.09375
15614,75-100%,64,0.96875,0.328125
15615,0-25%,57,0.508772,0.105263
15615,25-50%,58,0.465517,0.086207
15615,50-75%,57,0.526316,0.052632
15615,75-100%,58,0.603448,0.103448
15623,0-25%,101,0.920792,0.029703
15623,25-50%,101,0.970297,0.108911
15623,50-75%,101,0.960396,0.158416
15623,75-100%,102,0.901961,0.264706
15624,0-25%,83,0.337349,0.108434
15624,25-50%,84,0.511905,0.119048
15624,50-75%,84,0.678571,0.083333
15624,75-100%,84,0.547619,0.083333
15626,0-25%,84,0.785714,0.142857
15626,25-50%,84,0.916667,0.095238
15626,50-75%,84,0.797619,0.166667
15626,75-100%,85,0.847059,0.117647
15629,0-25%,78,0.705128,0.064103
15629,25-50%,79,0.506329,0.189873
15629,50-75%,79,0.683544,0.050633
15629,75-100%,79,0.78481,0.227848
15630,0-25%,57,0.719298,0.035088
15630,25-50%,58,0.741379,0.206897
15630,50-75%,58,0.672414,0.034483
15630,75-100%,58,0.62069,0.172414
15634,0-25%,62,0.741935,0.096774
15634,25-50%,62,0.693548,0.112903
15634,50-75%,62,0.790323,0.096774
15634,75-100%,62,0.983871,0.177419
15636,0-25%,81,0.777778,0.08642
15636,25-50%,82,0.780488,0.146341
15636,50-75%,81,0.851852,0.049383
15636,75-100%,82,0.829268,0.158537
15637,0-25%,61,0.606557,0.081967
15637,25-50%,61,0.885246,0.196721
15637,50-75%,61,0.770492,0.163934
15637,75-100%,62,0.693548,0.145161
15641,0-25%,88,0.659091,0.102273
15641,25-50%,88,0.636364,0.079545
15641,50-75%,88,0.772727,0.181818
15641,75-100%,89,0.719101,0.269663
15644,0-25%,93,0.397849,0.107527
15644,25-50%,93,0.580645,0.107527
15644,50-75%,93,0.591398,0.139785
15644,75-100%,93,0.580645,0.215054
15649,0-25%,123,0.845528,0.105691
15649,25-50%,123,0.910569,0.089431
15649,50-75%,123,0.926829,0.178862
15649,75-100%,123,0.861789,0.227642
15651,0-25%,93,0.817204,0.075269
15651,25-50%,93,0.72043,0.107527
15651,50-75%,93,0.784946,0.107527
15651,75-100%,93,0.741935,0.27957
15657,0-25%,72,0.888889,0.097222
15657,25-50%,73,0.835616,0.136986
15657,50-75%,72,0.875,0.055556
15657,75-100%,73,0.657534,0.205479
15660,0-25%,84,0.916667,0.154762
15660,25-50%,84,0.880952,0.119048
15660,50-75%,84,0.940476,0.238095
15660,75-100%,84,0.928571,0.25
15667,0-25%,95,0.736842,0.105263
15667,25-50%,96,0.708333,0.083333
15667,50-75%,96,0.770833,0.166667
15667,75-100%,96,0.729167,0.229167
15669,0-25%,56,0.821429,0.035714
15669,25-50%,56,0.767857,0.232143
15669,50-75%,56,0.910714,0.017857
15669,75-100%,56,0.857143,0.089286
15670,0-25%,98,0.867347,0.142857
15670,25-50%,99,0.848485,0.111111
15670,50-75%,99,0.848485,0.191919
15670,75-100%,99,0.909091,0.181818
15675,0-25%,68,0.720588,0.044118
15675,25-50%,69,0.913043,0.173913
15675,50-75%,68,0.941176,0.088235
15675,75-100%,69,0.869565,0.217391
15680,0-25%,103,0.631068,0.15534
15680,25-50%,104,0.711538,0.086538
15680,50-75%,103,0.708738,0.097087
15680,75-100%,104,0.730769,0.221154
15685,0-25%,71,0.859155,0.098592
15685,25-50%,71,0.901408,0.084507
15685,50-75%,71,0.84507,0.084507
15685,75-100%,72,0.888889,0.194444
15691,0-25%,77,0.844156,0.077922
15691,25-50%,78,0.666667,0.153846
15691,50-75%,77,0.896104,0.103896
15691,75-100%,78,0.794872,0.141026
15694,0-25%,65,0.769231,0.307692
15694,25-50%,66,0.712121,0.121212
15694,50-75%,66,0.742424,0.045455
15694,75-100%,66,0.833333,0.045455
15696,0-25%,91,0.648352,0.10989
15696,25-50%,91,0.813187,0.087912
15696,50-75%,91,0.89011,0.21978
15696,75-100%,92,0.771739,0.206522
15709,0-25%,96,0.791667,0.09375
15709,25-50%,97,0.814433,0.103093
15709,50-75%,96,0.770833,0.15625
15709,75-100%,97,0.927835,0.278351
15711,0-25%,91,0.835165,0.087912
15711,25-50%,92,0.847826,0.184783
15711,50-75%,91,0.868132,0.340659
15711,75-100%,92,0.717391,0.173913
15719,0-25%,104,0.942308,0.086538
15719,25-50%,104,0.961538,0.144231
15719,50-75%,104,0.961538,0.153846
15719,75-100%,104,0.990385,0.259615
15720,0-25%,76,0.921053,0.105263
15720,25-50%,76,0.934211,0.131579
15720,50-75%,76,0.934211,0.157895
15720,75-100%,76,0.986842,0.171053
15722,0-25%,83,0.86747,0.108434
15722,25-50%,83,0.879518,0.084337
15722,50-75%,83,0.891566,0.192771
15722,75-100%,83,0.903614,0.168675
15727,0-25%,83,0.807229,0.144578
15727,25-50%,83,0.807229,0.120482
15727,50-75%,83,0.831325,0.204819
15727,75-100%,83,0.746988,0.228916
15728,0-25%,112,0.651786,0.098214
15728,25-50%,113,0.725664,0.079646
15728,50-75%,112,0.883929,0.169643
15728,75-100%,113,0.902655,0.20354
15729,0-25%,142,0.943662,0.091549
15729,25-50%,143,0.944056,0.132867
15729,50-75%,143,0.944056,0.083916
15729,75-100%,143,0.958042,0.20979
15730,0-25%,57,0.77193,0.035088
15730,25-50%,57,0.754386,0.105263
15730,50-75%,57,0.596491,0.0
15730,75-100%,57,0.754386,0.140351
15735,0-25%,65,0.661538,0.015385
15735,25-50%,66,0.787879,0.121212
15735,50-75%,65,0.707692,0.153846
15735,75-100%,66,0.893939,0.090909
15737,0-25%,124,0.887097,0.080645
15737,25-50%,125,0.808,0.12
15737,50-75%,124,0.862903,0.08871
15737,75-100%,125,0.896,0.2
15738,0-25%,104,0.865385,0.086538
15738,25-50%,105,0.885714,0.12381
15738,50-75%,104,0.778846,0.173077
15738,75-100%,105,0.857143,0.27619
15744,0-25%,96,0.541667,0.09375
15744,25-50%,97,0.649485,0.113402
15744,50-75%,96,0.53125,0.104167
15744,75-100%,97,0.57732,0.247423
15748,0-25%,77,0.909091,0.090909
15748,25-50%,77,0.792208,0.142857
15748,50-75%,77,0.883117,0.051948
15748,75-100%,78,0.923077,0.153846
15749,0-25%,79,0.683544,0.101266
15749,25-50%,80,0.55,0.1375
15749,50-75%,79,0.632911,0.075949
15749,75-100%,80,0.6375,0.125
15751,0-25%,69,0.826087,0.057971
15751,25-50%,70,0.728571,0.057143
15751,50-75%,70,0.814286,0.142857
15751,75-100%,70,0.785714,0.128571
15760,0-25%,89,0.831461,0.067416
15760,25-50%,90,0.888889,0.111111
15760,50-75%,90,0.944444,0.188889
15760,75-100%,90,0.944444,0.3
15761,0-25%,68,0.941176,0.176471
15761,25-50%,69,0.971014,0.115942
15761,50-75%,68,0.911765,0.117647
15761,75-100%,69,0.956522,0.202899
15763,0-25%,93,0.806452,0.139785
15763,25-50%,93,0.741935,0.096774
15763,50-75%,93,0.795699,0.129032
15763,75-100%,94,0.851064,0.212766
15767,0-25%,73,0.589041,0.109589
15767,25-50%,73,0.69863,0.164384
15767,50-75%,73,0.835616,0.205479
15767,75-100%,74,0.689189,0.310811
15768,0-25%,109,0.889908,0.174312
15768,25-50%,110,0.890909,0.118182
15768,50-75%,110,0.945455,0.190909
15768,75-100%,110,0.918182,0.2
15769,0-25%,101,0.930693,0.128713
15769,25-50%,102,0.745098,0.117647
15769,50-75%,101,0.861386,0.257426
15769,75-100%,102,0.911765,0.27451
15770,0-25%,103,0.970874,0.07767
15770,25-50%,104,0.951923,0.144231
15770,50-75%,103,0.970874,0.165049
15770,75-100%,104,0.990385,0.221154
15772,0-25%,96,0.78125,0.125
15772,25-50%,96,0.833333,0.083333
15772,50-75%,96,0.770833,0.177083
15772,75-100%,97,0.927835,0.237113
15774,0-25%,88,0.840909,0.102273
15774,25-50%,89,0.853933,0.078652
15774,50-75%,88,0.897727,0.215909
15774,75-100%,89,0.876404,0.269663
15777,0-25%,91,0.769231,0.131868
15777,25-50%,92,0.847826,0.108696
15777,50-75%,91,0.769231,0.10989
15777,75-100%,92,0.771739,0.097826
15785,0-25%,83,0.518072,0.060241
15785,25-50%,83,0.542169,0.13253
15785,50-75%,83,0.759036,0.060241
15785,75-100%,83,0.86747,0.192771
15791,0-25%,114,0.964912,0.114035
15791,25-50%,114,0.973684,0.131579
15791,50-75%,114,0.95614,0.114035
15791,75-100%,115,0.991304,0.269565
15803,0-25%,76,0.723684,0.078947
15803,25-50%,76,0.868421,0.131579
15803,50-75%,76,0.855263,0.184211
15803,75-100%,77,0.766234,0.220779
15811,0-25%,103,0.592233,0.116505
15811,25-50%,103,0.679612,0.116505
15811,50-75%,103,0.737864,0.106796
15811,75-100%,103,0.737864,0.23301
15821,0-25%,95,0.905263,0.126316
15821,25-50%,96,0.916667,0.104167
15821,50-75%,96,0.927083,0.052083
15821,75-100%,96,0.916667,0.166667
15822,0-25%,71,0.690141,0.084507
15822,25-50%,72,0.763889,0.166667
15822,50-75%,71,0.788732,0.112676
15822,75-100%,72,0.819444,0.236111
15823,0-25%,61,0.655738,0.065574
15823,25-50%,61,0.672131,0.213115
15823,50-75%,61,0.803279,0.163934
15823,75-100%,61,0.770492,0.065574
15827,0-25%,85,0.8,0.105882
15827,25-50%,85,0.847059,0.105882
15827,50-75%,85,0.811765,0.152941
15827,75-100%,85,0.894118,0.164706
15832,0-25%,77,0.74026,0.155844
15832,25-50%,77,0.883117,0.090909
15832,50-75%,77,0.792208,0.207792
15832,75-100%,77,0.844156,0.12987
15834,0-25%,75,0.786667,0.106667
15834,25-50%,76,0.842105,0.039474
15834,50-75%,75,0.826667,0.106667
15834,75-100%,76,0.802632,0.092105
15835,0-25%,73,0.657534,0.123288
15835,25-50%,73,0.808219,0.109589
15835,50-75%,73,0.671233,0.082192
15835,75-100%,73,0.863014,0.164384
15837,0-25%,101,0.90099,0.089109
15837,25-50%,102,0.901961,0.117647
15837,50-75%,101,0.950495,0.138614
15837,75-100%,102,0.901961,0.22549
15838,0-25%,87,0.816092,0.16092
15838,25-50%,87,0.793103,0.114943
15838,50-75%,87,0.896552,0.114943
15838,75-100%,88,0.818182,0.261364
15846,0-25%,81,0.950617,0.111111
15846,25-50%,81,0.950617,0.098765
15846,50-75%,81,0.950617,0.135802
15846,75-100%,81,0.91358,0.271605
15847,0-25%,98,0.857143,0.040816
15847,25-50%,99,0.818182,0.080808
15847,50-75%,98,0.877551,0.132653
15847,75-100%,99,0.848485,0.151515
15851,0-25%,101,0.60396,0.108911
15851,25-50%,102,0.578431,0.147059
15851,50-75%,101,0.891089,0.09901
15851,75-100%,102,0.882353,0.22549
15855,0-25%,108,0.953704,0.074074
15855,25-50%,109,0.944954,0.192661
15855,50-75%,109,0.93578,0.036697
15855,75-100%,109,0.926606,0.183486
15856,0-25%,113,0.902655,0.035398
15856,25-50%,113,0.938053,0.132743
15856,50-75%,113,0.929204,0.185841
15856,75-100%,113,0.964602,0.20354
15857,0-25%,67,0.58209,0.164179
15857,25-50%,67,0.791045,0.119403
15857,50-75%,67,0.910448,0.119403
15857,75-100%,68,0.852941,0.058824
15860,0-25%,123,0.804878,0.121951
15860,25-50%,124,0.66129,0.104839
15860,50-75%,123,0.756098,0.121951
15860,75-100%,124,0.830645,0.282258
15861,0-25%,56,0.25,0.142857
15861,25-50%,56,0.321429,0.053571
15861,50-75%,56,0.535714,0.071429
15861,75-100%,57,0.350877,0.122807
15867,0-25%,105,0.752381,0.161905
15867,25-50%,105,0.771429,0.047619
15867,50-75%,105,0.838095,0.133333
15867,75-100%,106,0.896226,0.207547
15869,0-25%,55,0.727273,0.109091
15869,25-50%,56,0.714286,0.071429
15869,50-75%,55,0.854545,0.127273
15869,75-100%,56,0.732143,0.053571
15873,0-25%,60,0.966667,0.133333
15873,25-50%,61,1.0,0.065574
15873,50-75%,60,0.966667,0.2
15873,75-100%,61,0.95082,0.114754
15874,0-25%,74,0.797297,0.094595
15874,25-50%,75,0.746667,0.12
15874,50-75%,75,0.866667,0.173333
15874,75-100%,75,0.76,0.253333
15878,0-25%,63,0.936508,0.079365
15878,25-50%,63,0.84127,0.15873
15878,50-75%,63,0.920635,0.190476
15878,75-100%,64,0.9375,0.171875
15881,0-25%,98,0.704082,0.091837
15881,25-50%,98,0.693878,0.122449
15881,50-75%,98,0.77551,0.204082
15881,75-100%,99,0.888889,0.282828
15882,0-25%,114,0.868421,0.131579
15882,25-50%,114,0.877193,0.096491
15882,50-75%,114,0.95614,0.22807
15882,75-100%,114,0.850877,0.22807
15885,0-25%,83,0.795181,0.060241
15885,25-50%,84,0.845238,0.154762
15885,50-75%,84,0.690476,0.142857
15885,75-100%,84,0.714286,0.107143
15892,0-25%,85,0.952941,0.152941
15892,25-50%,86,0.790698,0.232558
15892,50-75%,85,0.870588,0.094118
15892,75-100%,86,0.953488,0.104651
15894,0-25%,99,0.40404,0.090909
15894,25-50%,99,0.59596,0.080808
15894,50-75%,99,0.777778,0.191919
15894,75-100%,100,0.61,0.24
15896,0-25%,114,0.798246,0.087719
15896,25-50%,115,0.869565,0.147826
15896,50-75%,115,0.913043,0.086957
15896,75-100%,115,0.947826,0.208696
15897,0-25%,88,0.613636,0.147727
15897,25-50%,88,0.727273,0.068182
15897,50-75%,88,0.761364,0.136364
15897,75-100%,88,0.897727,0.193182
15898,0-25%,89,0.876404,0.202247
15898,25-50%,90,0.933333,0.1
15898,50-75%,90,0.9,0.1
15898,75-100%,90,0.866667,0.233333
15904,0-25%,61,0.606557,0.065574
15904,25-50%,61,0.786885,0.098361
15904,50-75%,61,0.737705,0.147541
15904,75-100%,62,0.741935,0.145161
15906,0-25%,69,0.695652,0.115942
15906,25-50%,69,0.463768,0.144928
15906,50-75%,69,0.652174,0.15942
15906,75-100%,69,0.710145,0.086957
15907,0-25%,81,0.790123,0.222222
15907,25-50%,82,0.987805,0.085366
15907,50-75%,82,0.97561,0.182927
15907,75-100%,82,0.939024,0.231707
15914,0-25%,70,0.828571,0.214286
15914,25-50%,71,0.859155,0.126761
15914,50-75%,71,0.957746,0.183099
15914,75-100%,71,0.887324,0.183099
15922,0-25%,93,0.870968,0.139785
15922,25-50%,93,0.946237,0.107527
15922,50-75%,93,0.967742,0.150538
15922,75-100%,94,0.893617,0.180851
15930,0-25%,102,0.960784,0.127451
15930,25-50%,103,0.92233,0.106796
15930,50-75%,102,0.990196,0.254902
15930,75-100%,103,0.902913,0.184466
15932,0-25%,70,0.3,0.171429
15932,25-50%,70,0.314286,0.028571
15932,50-75%,70,0.471429,0.171429
15932,75-100%,70,0.457143,0.057143
15933,0-25%,107,0.82243,0.102804
15933,25-50%,107,0.831776,0.121495
15933,50-75%,107,0.906542,0.17757
15933,75-100%,107,0.925234,0.252336
15934,0-25%,63,0.698413,0.111111
15934,25-50%,63,0.746032,0.142857
15934,50-75%,63,0.746032,0.269841
15934,75-100%,64,0.953125,0.234375
15938,0-25%,86,0.872093,0.05814
15938,25-50%,86,0.965116,0.197674
15938,50-75%,86,0.906977,0.05814
15938,75-100%,86,0.976744,0.093023
15945,0-25%,56,0.875,0.125
15945,25-50%,56,0.553571,0.089286
15945,50-75%,56,0.785714,0.071429
15945,75-100%,57,0.912281,0.140351
15951,0-25%,68,0.764706,0.044118
15951,25-50%,69,0.869565,0.275362
15951,50-75%,69,0.869565,0.144928
15951,75-100%,69,0.869565,0.057971
15953,0-25%,125,0.808,0.104
15953,25-50%,125,0.88,0.096
15953,50-75%,125,0.968,0.256
15953,75-100%,126,0.809524,0.238095
15954,0-25%,67,0.791045,0.134328
15954,25-50%,67,0.746269,0.074627
15954,50-75%,67,0.820896,0.104478
15954,75-100%,67,0.791045,0.134328
15956,0-25%,112,0.955357,0.098214
15956,25-50%,113,0.964602,0.123894
15956,50-75%,112,0.901786,0.116071
15956,75-100%,113,0.973451,0.300885
15957,0-25%,59,0.728814,0.084746
15957,25-50%,59,0.949153,0.067797
15957,50-75%,59,0.966102,0.101695
15957,75-100%,59,0.847458,0.288136
15959,0-25%,87,0.747126,0.08046
15959,25-50%,87,0.83908,0.114943
15959,50-75%,87,0.83908,0.114943
15959,75-100%,88,0.818182,0.25
15961,0-25%,67,0.880597,0.134328
15961,25-50%,67,0.656716,0.104478
15961,50-75%,67,0.761194,0.179104
15961,75-100%,67,0.731343,0.223881
15962,0-25%,113,0.911504,0.159292
15962,25-50%,113,0.884956,0.088496
15962,50-75%,113,0.911504,0.088496
15962,75-100%,113,0.849558,0.230088
15968,0-25%,60,0.8,0.05
15968,25-50%,61,0.836066,0.196721
15968,50-75%,60,0.7,0.083333
15968,75-100%,61,0.737705,0.114754
15975,0-25%,108,0.805556,0.111111
15975,25-50%,109,0.688073,0.110092
15975,50-75%,109,0.816514,0.100917
15975,75-100%,109,0.889908,0.238532
15978,0-25%,94,0.787234,0.138298
15978,25-50%,94,0.893617,0.085106
15978,50-75%,94,0.925532,0.191489
15978,75-100%,94,0.882979,0.265957
15983,0-25%,64,0.328125,0.125
15983,25-50%,64,0.296875,0.03125
15983,50-75%,64,0.34375,0.15625
15983,75-100%,65,0.523077,0.230769
15987,0-25%,98,0.653061,0.142857
15987,25-50%,98,0.683673,0.091837
15987,50-75%,98,0.612245,0.112245
15987,75-100%,99,0.626263,0.242424
15991,0-25%,79,0.64557,0.088608
15991,25-50%,80,0.725,0.1125
15991,50-75%,79,0.886076,0.240506
15991,75-100%,80,0.7375,0.275
15995,0-25%,112,0.955357,0.071429
15995,25-50%,113,0.911504,0.106195
15995,50-75%,112,0.955357,0.125
15995,75-100%,113,0.973451,0.19469
15998,0-25%,74,0.77027,0.054054
15998,25-50%,74,0.72973,0.108108
15998,50-75%,74,0.756757,0.135135
15998,75-100%,74,0.77027,0.081081
16010,0-25%,92,0.706522,0.108696
16010,25-50%,93,0.655914,0.086022
16010,50-75%,92,0.75,0.206522
16010,75-100%,93,0.666667,0.268817
16015,0-25%,80,0.825,0.0375
16015,25-50%,80,0.925,0.1375
16015,50-75%,80,0.7,0.1625
16015,75-100%,81,0.740741,0.185185
16017,0-25%,100,0.82,0.13
16017,25-50%,100,0.91,0.11
16017,50-75%,100,0.86,0.15
16017,75-100%,100,0.86,0.23
16019,0-25%,78,0.961538,0.141026
16019,25-50%,78,0.923077,0.089744
16019,50-75%,78,0.948718,0.153846
16019,75-100%,78,0.730769,0.102564
16022,0-25%,87,0.666667,0.091954
16022,25-50%,88,0.647727,0.113636
16022,50-75%,87,0.781609,0.16092
16022,75-100%,88,0.681818,0.261364
16024,0-25%,120,0.833333,0.158333
16024,25-50%,121,0.900826,0.082645
16024,50-75%,121,0.876033,0.181818
16024,75-100%,121,0.950413,0.214876
16025,0-25%,74,0.864865,0.189189
16025,25-50%,74,0.851351,0.081081
16025,50-75%,74,0.932432,0.148649
16025,75-100%,75,0.96,0.293333
16029,0-25%,89,0.550562,0.146067
16029,25-50%,90,0.588889,0.122222
16029,50-75%,90,0.777778,0.211111
16029,75-100%,90,0.611111,0.211111
16032,0-25%,64,0.78125,0.140625
16032,25-50%,64,0.765625,0.109375
16032,50-75%,64,0.78125,0.09375
16032,75-100%,65,0.753846,0.2
16040,0-25%,62,0.822581,0.129032
16040,25-50%,63,0.984127,0.047619
16040,50-75%,62,0.919355,0.064516
16040,75-100%,63,0.952381,0.190476
16043,0-25%,100,0.93,0.15
16043,25-50%,100,0.91,0.13
16043,50-75%,100,0.91,0.19
16043,75-100%,100,0.95,0.26
16046,0-25%,96,0.572917,0.145833
16046,25-50%,97,0.793814,0.103093
16046,50-75%,96,0.84375,0.15625
16046,75-100%,97,0.670103,0.216495
16051,0-25%,62,0.419355,0.096774
16051,25-50%,63,0.444444,0.111111
16051,50-75%,63,0.47619,0.15873
16051,75-100%,63,0.333333,0.190476
16052,0-25%,96,0.760417,0.09375
16052,25-50%,97,0.742268,0.092784
16052,50-75%,96,0.895833,0.125
16052,75-100%,97,0.85567,0.206186
16055,0-25%,63,0.920635,0.047619
16055,25-50%,63,0.904762,0.142857
16055,50-75%,63,1.0,0.047619
16055,75-100%,63,1.0,0.174603
16060,0-25%,69,0.84058,0.043478
16060,25-50%,70,0.914286,0.214286
16060,50-75%,70,0.914286,0.142857
16060,75-100%,70,0.785714,0.057143
16062,0-25%,94,0.840426,0.12766
16062,25-50%,95,0.926316,0.136842
16062,50-75%,94,0.914894,0.159574
16062,75-100%,95,0.894737,0.284211
16066,0-25%,68,0.705882,0.132353
16066,25-50%,68,0.794118,0.044118
16066,50-75%,68,0.808824,0.102941
16066,75-100%,68,0.838235,0.073529
16071,0-25%,83,0.53012,0.13253
16071,25-50%,84,0.654762,0.107143
16071,50-75%,84,0.738095,0.166667
16071,75-100%,84,0.857143,0.214286
16083,0-25%,72,0.777778,0.041667
16083,25-50%,73,0.684932,0.150685
16083,50-75%,73,0.753425,0.150685
16083,75-100%,73,0.794521,0.260274
16086,0-25%,75,0.346667,0.026667
16086,25-50%,76,0.184211,0.197368
16086,50-75%,76,0.447368,0.144737
16086,75-100%,76,0.381579,0.105263
16090,0-25%,82,0.853659,0.158537
16090,25-50%,82,0.939024,0.158537
16090,50-75%,82,0.95122,0.109756
16090,75-100%,82,0.902439,0.256098
16093,0-25%,84,0.952381,0.095238
16093,25-50%,85,0.894118,0.211765
16093,50-75%,85,0.858824,0.117647
16093,75-100%,85,0.847059,0.211765
16107,0-25%,80,0.9,0.0625
16107,25-50%,81,0.901235,0.037037
16107,50-75%,80,0.975,0.225
16107,75-100%,81,0.925926,0.209877
16108,0-25%,74,0.743243,0.108108
16108,25-50%,75,0.906667,0.093333
16108,50-75%,74,0.891892,0.216216
16108,75-100%,75,0.813333,0.226667
16109,0-25%,88,0.659091,0.079545
16109,25-50%,89,0.370787,0.089888
16109,50-75%,88,0.386364,0.079545
16109,75-100%,89,0.382022,0.089888
16110,0-25%,66,0.893939,0.060606
16110,25-50%,66,1.0,0.060606
16110,50-75%,66,0.939394,0.121212
16110,75-100%,66,0.954545,0.106061
16115,0-25%,155,0.787097,0.070968
16115,25-50%,155,0.845161,0.096774
16115,50-75%,155,0.896774,0.045161
16115,75-100%,155,0.8,0.225806
16118,0-25%,93,0.903226,0.150538
16118,25-50%,93,0.903226,0.096774
16118,50-75%,93,0.913978,0.258065
16118,75-100%,93,0.72043,0.11828
16120,0-25%,67,0.925373,0.044776
16120,25-50%,67,1.0,0.164179
16120,50-75%,67,0.985075,0.044776
16120,75-100%,68,0.823529,0.117647
16123,0-25%,77,0.675325,0.051948
16123,25-50%,78,0.807692,0.064103
16123,50-75%,78,0.948718,0.012821
16123,75-100%,78,0.769231,0.128205
16125,0-25%,107,0.878505,0.084112
16125,25-50%,108,0.935185,0.175926
16125,50-75%,108,0.972222,0.055556
16125,75-100%,108,0.962963,0.287037
16129,0-25%,96,0.90625,0.0625
16129,25-50%,97,0.938144,0.020619
16129,50-75%,96,0.9375,0.104167
16129,75-100%,97,0.907216,0.113402
16139,0-25%,66,0.742424,0.060606
16139,25-50%,67,0.985075,0.089552
16139,50-75%,66,1.0,0.136364
16139,75-100%,67,0.910448,0.104478
16141,0-25%,66,0.863636,0.030303
16141,25-50%,66,0.69697,0.212121
16141,50-75%,66,0.772727,0.106061
16141,75-100%,67,0.880597,0.134328
16144,0-25%,67,0.850746,0.074627
16144,25-50%,67,0.820896,0.074627
16144,50-75%,67,0.626866,0.134328
16144,75-100%,68,0.705882,0.220588
16145,0-25%,94,0.861702,0.06383
16145,25-50%,95,0.905263,0.084211
16145,50-75%,95,0.894737,0.189474
16145,75-100%,95,0.947368,0.221053
16146,0-25%,95,0.631579,0.115789
16146,25-50%,96,0.8125,0.083333
16146,50-75%,96,0.8125,0.104167
16146,75-100%,96,0.864583,0.239583
16148,0-25%,69,0.637681,0.028986
16148,25-50%,70,0.742857,0.171429
16148,50-75%,70,0.757143,0.171429
16148,75-100%,70,0.728571,0.157143
16154,0-25%,107,0.962617,0.140187
16154,25-50%,107,0.990654,0.11215
16154,50-75%,107,1.0,0.186916
16154,75-100%,108,0.962963,0.222222
16156,0-25%,120,0.833333,0.141667
16156,25-50%,121,0.950413,0.099174
16156,50-75%,121,0.933884,0.132231
16156,75-100%,121,0.950413,0.14876
16159,0-25%,103,0.796117,0.087379
16159,25-50%,104,0.894231,0.038462
16159,50-75%,104,0.913462,0.163462
16159,75-100%,104,0.836538,0.240385
16165,0-25%,87,0.724138,0.057471
16165,25-50%,87,0.62069,0.103448
16165,50-75%,87,0.666667,0.034483
16165,75-100%,87,0.747126,0.206897
16166,0-25%,65,0.953846,0.169231
16166,25-50%,65,0.861538,0.092308
16166,50-75%,65,0.876923,0.061538
16166,75-100%,66,0.651515,0.272727
16170,0-25%,79,0.886076,0.063291
16170,25-50%,80,0.9625,0.05
16170,50-75%,79,0.797468,0.088608
16170,75-100%,80,0.65,0.0625
16173,0-25%,88,0.818182,0.045455
16173,25-50%,88,0.931818,0.113636
16173,50-75%,88,0.863636,0.136364
16173,75-100%,89,0.808989,0.179775
16174,0-25%,80,0.7625,0.1
16174,25-50%,80,0.4,0.1
16174,50-75%,80,0.8,0.075
16174,75-100%,81,0.765432,0.283951
16178,0-25%,122,0.590164,0.090164
16178,25-50%,122,0.860656,0.065574
16178,50-75%,122,0.811475,0.114754
16178,75-100%,123,0.707317,0.227642
16179,0-25%,87,0.666667,0.126437
16179,25-50%,87,0.816092,0.08046
16179,50-75%,87,0.793103,0.068966
16179,75-100%,87,0.83908,0.172414
16182,0-25%,85,0.482353,0.070588
16182,25-50%,86,0.302326,0.104651
16182,50-75%,86,0.616279,0.046512
16182,75-100%,86,0.546512,0.197674
16185,0-25%,91,0.692308,0.087912
16185,25-50%,91,0.692308,0.164835
16185,50-75%,91,0.824176,0.10989
16185,75-100%,91,0.769231,0.230769
16194,0-25%,57,0.754386,0.0
16194,25-50%,57,0.77193,0.087719
16194,50-75%,57,0.77193,0.122807
16194,75-100%,58,0.965517,0.12069
16213,0-25%,72,0.833333,0.083333
16213,25-50%,73,0.972603,0.09589
16213,50-75%,72,0.902778,0.208333
16213,75-100%,73,0.945205,0.246575
16224,0-25%,77,0.454545,0.025974
16224,25-50%,77,0.428571,0.194805
16224,50-75%,77,0.480519,0.12987
16224,75-100%,77,0.714286,0.168831
16231,0-25%,149,0.892617,0.087248
16231,25-50%,149,0.912752,0.087248
16231,50-75%,149,0.825503,0.09396
16231,75-100%,150,0.746667,0.246667
16239,0-25%,146,0.623288,0.10274
16239,25-50%,146,0.787671,0.143836
16239,50-75%,146,0.835616,0.10274
16239,75-100%,146,0.815068,0.212329
16241,0-25%,89,0.786517,0.101124
16241,25-50%,90,0.755556,0.088889
16241,50-75%,90,0.911111,0.144444
16241,75-100%,90,0.833333,0.122222
16246,0-25%,62,0.548387,0.048387
16246,25-50%,62,0.612903,0.032258
16246,50-75%,62,0.725806,0.064516
16246,75-100%,63,0.761905,0.063492
16248,0-25%,80,0.875,0.1
16248,25-50%,81,0.938272,0.037037
16248,50-75%,81,0.91358,0.234568
16248,75-100%,81,0.962963,0.234568
16252,0-25%,126,0.928571,0.087302
